team,match_rank_recent,date,tournament,neutral,side,opponent,home_team,away_team,home_score,away_score,team_scoreline,team_result,city,country
Senegal,30,2024-03-26,Friendly,1,neutral,Benin,Senegal,Benin,1,0,1-0,W,Amiens,France
Senegal,31,2024-03-22,Friendly,1,neutral,Gabon,Senegal,Gabon,3,0,3-0,W,Amiens,France
Senegal,32,2024-01-29,African Cup of Nations,0,away,Ivory Coast,Ivory Coast,Senegal,1,1,1-1,D,Yamoussoukro,Ivory Coast
Senegal,33,2024-01-23,African Cup of Nations,1,neutral,Guinea,Guinea,Senegal,0,2,2-0,W,Yamoussoukro,Ivory Coast
Senegal,34,2024-01-19,African Cup of Nations,1,neutral,Cameroon,Senegal,Cameroon,3,1,3-1,W,Yamoussoukro,Ivory Coast
Senegal,35,2024-01-15,African Cup of Nations,1,neutral,Gambia,Senegal,Gambia,3,0,3-0,W,Yamoussoukro,Ivory Coast
Senegal,36,2024-01-08,Friendly,0,home,Niger,Senegal,Niger,1,0,1-0,W,Dakar,Senegal
Senegal,37,2023-11-21,FIFA World Cup qualification,0,away,Togo,Togo,Senegal,0,0,0-0,D,Lomé,Togo
Senegal,38,2023-11-18,FIFA World Cup qualification,0,home,South Sudan,Senegal,South Sudan,4,0,4-0,W,Diamniadio,Senegal
Senegal,39,2023-10-16,Friendly,1,neutral,Cameroon,Senegal,Cameroon,1,0,1-0,W,Lens,France
Senegal,40,2023-09-12,Friendly,0,home,Algeria,Senegal,Algeria,0,1,0-1,L,Diamniadio,Senegal
Senegal,41,2023-09-09,African Cup of Nations qualification,0,away,Rwanda,Rwanda,Senegal,1,1,1-1,D,Butare,Rwanda
Senegal,42,2023-06-20,Friendly,1,neutral,Brazil,Brazil,Senegal,2,4,4-2,W,Lisbon,Portugal
Senegal,43,2023-06-17,African Cup of Nations qualification,0,away,Benin,Benin,Senegal,1,1,1-1,D,Cotonou,Benin
Senegal,44,2023-03-28,African Cup of Nations qualification,0,away,Mozambique,Mozambique,Senegal,0,1,1-0,W,Maputo,Mozambique
Senegal,45,2023-03-24,African Cup of Nations qualification,0,home,Mozambique,Senegal,Mozambique,5,1,5-1,W,Diamniadio,Senegal
Senegal,46,2022-12-04,FIFA World Cup,1,neutral,England,England,Senegal,3,0,0-3,L,Al Khor,Qatar
Senegal,47,2022-11-29,FIFA World Cup,1,neutral,Ecuador,Ecuador,Senegal,1,2,2-1,W,Al Rayyan,Qatar
Senegal,48,2022-11-25,FIFA World Cup,0,away,Qatar,Qatar,Senegal,1,3,3-1,W,Doha,Qatar
Senegal,49,2022-11-21,FIFA World Cup,1,neutral,Netherlands,Senegal,Netherlands,0,2,0-2,L,Doha,Qatar
Senegal,50,2022-09-27,Friendly,1,neutral,Iran,Iran,Senegal,1,1,1-1,D,Maria Enzersdorf,Austria
Senegal,51,2022-09-24,Friendly,1,neutral,Bolivia,Bolivia,Senegal,0,2,2-0,W,Orléans,France
Senegal,52,2022-07-17,COSAFA Cup,1,neutral,Mozambique,Mozambique,Senegal,1,1,1-1,D,Durban,South Africa
Senegal,53,2022-07-15,COSAFA Cup,1,neutral,Zambia,Zambia,Senegal,4,3,3-4,L,Durban,South Africa
Senegal,54,2022-07-13,COSAFA Cup,1,neutral,Eswatini,Senegal,Eswatini,1,1,1-1,D,KwaMashu,South Africa
Senegal,55,2022-06-07,African Cup of Nations qualification,0,home,Rwanda,Senegal,Rwanda,1,0,1-0,W,Diamniadio,Senegal
Senegal,56,2022-06-04,African Cup of Nations qualification,0,home,Benin,Senegal,Benin,3,1,3-1,W,Diamniadio,Senegal
Senegal,57,2022-03-29,FIFA World Cup qualification,0,home,Egypt,Senegal,Egypt,1,0,1-0,W,Diamniadio,Senegal
Senegal,58,2022-03-25,FIFA World Cup qualification,0,away,Egypt,Egypt,Senegal,1,0,0-1,L,Cairo,Egypt
Senegal,59,2022-02-06,African Cup of Nations,1,neutral,Egypt,Senegal,Egypt,0,0,0-0,D,Yaoundé,Cameroon
Senegal,60,2022-02-02,African Cup of Nations,1,neutral,Burkina Faso,Burkina Faso,Senegal,1,3,3-1,W,Yaoundé,Cameroon
South Africa,1,2026-06-06,Friendly,1,neutral,Jamaica,Jamaica,South Africa,0,1,1-0,W,Pachuca,Mexico
South Africa,2,2026-05-29,Friendly,0,home,Nicaragua,South Africa,Nicaragua,0,0,0-0,D,Johannesburg,South Africa
South Africa,3,2026-03-31,Friendly,0,home,Panama,South Africa,Panama,1,2,1-2,L,Cape Town,South Africa
South Africa,4,2026-03-27,Friendly,0,home,Panama,South Africa,Panama,1,1,1-1,D,Durban,South Africa
South Africa,5,2026-01-04,African Cup of Nations,1,neutral,Cameroon,South Africa,Cameroon,1,2,1-2,L,Rabat,Morocco
South Africa,6,2025-12-29,African Cup of Nations,1,neutral,Zimbabwe,Zimbabwe,South Africa,2,3,3-2,W,Marrakesh,Morocco
South Africa,7,2025-12-26,African Cup of Nations,1,neutral,Egypt,Egypt,South Africa,1,0,0-1,L,Agadir,Morocco
South Africa,8,2025-12-22,African Cup of Nations,1,neutral,Angola,South Africa,Angola,2,1,2-1,W,Marrakesh,Morocco
South Africa,9,2025-11-15,Friendly,0,home,Zambia,South Africa,Zambia,3,1,3-1,W,Gqeberha,South Africa
South Africa,10,2025-10-14,FIFA World Cup qualification,0,home,Rwanda,South Africa,Rwanda,3,0,3-0,W,Mbombela,South Africa
South Africa,11,2025-10-10,FIFA World Cup qualification,0,home,Zimbabwe,South Africa,Zimbabwe,0,0,0-0,D,Durban,South Africa
South Africa,12,2025-09-09,FIFA World Cup qualification,0,home,Nigeria,South Africa,Nigeria,1,1,1-1,D,Bloemfontein,South Africa
South Africa,13,2025-09-05,FIFA World Cup qualification,0,home,Lesotho,South Africa,Lesotho,3,0,3-0,W,Bloemfontein,South Africa
South Africa,14,2025-06-10,Friendly,0,home,Mozambique,South Africa,Mozambique,2,0,2-0,W,Polokwane,South Africa
South Africa,15,2025-06-06,Friendly,0,home,Tanzania,South Africa,Tanzania,0,0,0-0,D,Polokwane,South Africa
South Africa,16,2025-03-25,FIFA World Cup qualification,1,neutral,Benin,Benin,South Africa,0,2,2-0,W,Abidjan,Ivory Coast
South Africa,17,2025-03-21,FIFA World Cup qualification,0,home,Lesotho,South Africa,Lesotho,0,3,0-3,L,Polokwane,South Africa
South Africa,18,2024-11-19,African Cup of Nations qualification,0,home,South Sudan,South Africa,South Sudan,3,0,3-0,W,Cape Town,South Africa
South Africa,19,2024-11-15,African Cup of Nations qualification,0,away,Uganda,Uganda,South Africa,0,2,2-0,W,Kampala,Uganda
South Africa,20,2024-10-15,African Cup of Nations qualification,0,away,Congo,Congo,South Africa,1,1,1-1,D,Brazzaville,Congo
South Africa,21,2024-10-11,African Cup of Nations qualification,0,home,Congo,South Africa,Congo,5,0,5-0,W,Gqeberha,South Africa
South Africa,22,2024-09-10,African Cup of Nations qualification,0,away,South Sudan,South Sudan,South Africa,2,3,3-2,W,Juba,South Sudan
South Africa,23,2024-09-06,African Cup of Nations qualification,0,home,Uganda,South Africa,Uganda,2,2,2-2,D,Johannesburg,South Africa
South Africa,24,2024-06-11,FIFA World Cup qualification,0,home,Zimbabwe,South Africa,Zimbabwe,3,1,3-1,W,Bloemfontein,South Africa
South Africa,25,2024-06-07,FIFA World Cup qualification,0,away,Nigeria,Nigeria,South Africa,1,1,1-1,D,Uyo,Nigeria
South Africa,26,2024-03-26,FIFA Series,0,away,Algeria,Algeria,South Africa,3,3,3-3,D,Algiers,Algeria
South Africa,27,2024-03-21,FIFA Series,1,neutral,Andorra,South Africa,Andorra,1,1,1-1,D,Annaba,Algeria
South Africa,28,2024-02-10,African Cup of Nations,1,neutral,DR Congo,South Africa,DR Congo,0,0,0-0,D,Abidjan,Ivory Coast
South Africa,29,2024-02-07,African Cup of Nations,1,neutral,Nigeria,Nigeria,South Africa,1,1,1-1,D,Bouaké,Ivory Coast
South Africa,30,2024-02-03,African Cup of Nations,1,neutral,Cape Verde,Cape Verde,South Africa,0,0,0-0,D,Yamoussoukro,Ivory Coast
South Africa,31,2024-01-30,African Cup of Nations,1,neutral,Morocco,Morocco,South Africa,0,2,2-0,W,San-Pédro,Ivory Coast
South Africa,32,2024-01-24,African Cup of Nations,1,neutral,Tunisia,South Africa,Tunisia,0,0,0-0,D,Korhogo,Ivory Coast
South Africa,33,2024-01-21,African Cup of Nations,1,neutral,Namibia,South Africa,Namibia,4,0,4-0,W,Korhogo,Ivory Coast
South Africa,34,2024-01-16,African Cup of Nations,1,neutral,Mali,Mali,South Africa,2,0,0-2,L,Korhogo,Ivory Coast
South Africa,35,2024-01-10,Friendly,0,home,Lesotho,South Africa,Lesotho,0,0,0-0,D,Pretoria,South Africa
South Africa,36,2023-11-21,FIFA World Cup qualification,0,away,Rwanda,Rwanda,South Africa,2,0,0-2,L,Butare,Rwanda
South Africa,37,2023-11-18,FIFA World Cup qualification,0,home,Benin,South Africa,Benin,2,1,2-1,W,Durban,South Africa
South Africa,38,2023-10-17,Friendly,0,away,Ivory Coast,Ivory Coast,South Africa,1,1,1-1,D,Abidjan,Ivory Coast
South Africa,39,2023-10-13,Friendly,0,home,Eswatini,South Africa,Eswatini,0,0,0-0,D,Johannesburg,South Africa
South Africa,40,2023-09-12,Friendly,0,home,DR Congo,South Africa,DR Congo,1,0,1-0,W,Johannesburg,South Africa
South Africa,41,2023-09-09,Friendly,0,home,Namibia,South Africa,Namibia,0,0,0-0,D,Johannesburg,South Africa
South Africa,42,2023-07-16,COSAFA Cup,0,home,Malawi,South Africa,Malawi,0,0,0-0,D,Durban,South Africa
South Africa,43,2023-07-14,COSAFA Cup,0,home,Zambia,South Africa,Zambia,1,2,1-2,L,Durban,South Africa
South Africa,44,2023-07-11,COSAFA Cup,0,home,Eswatini,South Africa,Eswatini,2,1,2-1,W,KwaMashu,South Africa
South Africa,45,2023-07-08,COSAFA Cup,0,home,Botswana,South Africa,Botswana,2,1,2-1,W,Durban,South Africa
South Africa,46,2023-07-05,COSAFA Cup,0,home,Namibia,South Africa,Namibia,1,1,1-1,D,Durban,South Africa
South Africa,47,2023-06-17,African Cup of Nations qualification,0,home,Morocco,South Africa,Morocco,2,1,2-1,W,Johannesburg,South Africa
South Africa,48,2023-03-28,African Cup of Nations qualification,0,away,Liberia,Liberia,South Africa,1,2,2-1,W,Monrovia,Liberia
South Africa,49,2023-03-24,African Cup of Nations qualification,0,home,Liberia,South Africa,Liberia,2,2,2-2,D,Johannesburg,South Africa
South Africa,50,2022-11-20,Friendly,0,home,Angola,South Africa,Angola,1,1,1-1,D,Mbombela,South Africa
South Africa,51,2022-11-17,Friendly,0,home,Mozambique,South Africa,Mozambique,2,1,2-1,W,Mbombela,South Africa
South Africa,52,2022-09-27,Friendly,0,home,Botswana,South Africa,Botswana,1,0,1-0,W,Johannesburg,South Africa
South Africa,53,2022-09-24,Friendly,0,home,Sierra Leone,South Africa,Sierra Leone,4,0,4-0,W,Johannesburg,South Africa
South Africa,54,2022-07-17,COSAFA Cup,0,home,Botswana,South Africa,Botswana,2,1,2-1,W,Clermont,South Africa
South Africa,55,2022-07-15,COSAFA Cup,0,home,Madagascar,South Africa,Madagascar,2,1,2-1,W,Clermont,South Africa
South Africa,56,2022-07-13,COSAFA Cup,0,home,Mozambique,South Africa,Mozambique,0,0,0-0,D,KwaMashu,South Africa
South Africa,57,2022-06-09,African Cup of Nations qualification,0,away,Morocco,Morocco,South Africa,2,1,1-2,L,Rabat,Morocco
South Africa,58,2022-03-29,Friendly,0,away,France,France,South Africa,5,0,0-5,L,Villeneuve-d'Ascq,France
South Africa,59,2022-03-25,Friendly,1,neutral,Guinea,South Africa,Guinea,0,0,0-0,D,Kortrijk,Belgium
South Africa,60,2021-11-14,FIFA World Cup qualification,0,away,Ghana,Ghana,South Africa,1,0,0-1,L,Cape Coast,Ghana
South Korea,1,2026-06-03,Friendly,1,neutral,El Salvador,South Korea,El Salvador,1,0,1-0,W,Provo,United States
South Korea,2,2026-05-30,Friendly,1,neutral,Trinidad and Tobago,South Korea,Trinidad and Tobago,5,0,5-0,W,Provo,United States
South Korea,3,2026-03-31,Friendly,0,away,Austria,Austria,South Korea,1,0,0-1,L,Vienna,Austria
South Korea,4,2026-03-28,Friendly,1,neutral,Ivory Coast,Ivory Coast,South Korea,4,0,0-4,L,Milton Keynes,England
South Korea,5,2025-11-18,Friendly,0,home,Ghana,South Korea,Ghana,1,0,1-0,W,Seoul,South Korea
South Korea,6,2025-11-14,Friendly,0,home,Bolivia,South Korea,Bolivia,2,0,2-0,W,Daejeon,South Korea
South Korea,7,2025-10-14,Friendly,0,home,Paraguay,South Korea,Paraguay,2,0,2-0,W,Seoul,South Korea
South Korea,8,2025-10-10,Friendly,0,home,Brazil,South Korea,Brazil,0,5,0-5,L,Seoul,South Korea
South Korea,9,2025-09-09,Friendly,1,neutral,Mexico,Mexico,South Korea,2,2,2-2,D,Nashville,United States
South Korea,10,2025-09-06,Friendly,0,away,United States,United States,South Korea,0,2,2-0,W,Harrison,United States
South Korea,11,2025-06-10,FIFA World Cup qualification,0,home,Kuwait,South Korea,Kuwait,4,0,4-0,W,Seoul,South Korea
South Korea,12,2025-06-05,FIFA World Cup qualification,0,away,Iraq,Iraq,South Korea,0,2,2-0,W,Basra,Iraq
South Korea,13,2025-03-25,FIFA World Cup qualification,0,home,Jordan,South Korea,Jordan,1,1,1-1,D,Suwon,South Korea
South Korea,14,2025-03-20,FIFA World Cup qualification,0,home,Oman,South Korea,Oman,1,1,1-1,D,Goyang,South Korea
South Korea,15,2024-11-19,FIFA World Cup qualification,1,neutral,Palestine,Palestine,South Korea,1,1,1-1,D,Amman,Jordan
South Korea,16,2024-11-14,FIFA World Cup qualification,0,away,Kuwait,Kuwait,South Korea,1,3,3-1,W,Kuwait City,Kuwait
South Korea,17,2024-10-15,FIFA World Cup qualification,0,home,Iraq,South Korea,Iraq,3,2,3-2,W,Yongin,South Korea
South Korea,18,2024-10-10,FIFA World Cup qualification,0,away,Jordan,Jordan,South Korea,0,2,2-0,W,Amman,Jordan
South Korea,19,2024-09-10,FIFA World Cup qualification,0,away,Oman,Oman,South Korea,1,3,3-1,W,Muscat,Oman
South Korea,20,2024-09-05,FIFA World Cup qualification,0,home,Palestine,South Korea,Palestine,0,0,0-0,D,Seoul,South Korea
South Korea,21,2024-06-11,FIFA World Cup qualification,0,home,China,South Korea,China,1,0,1-0,W,Seoul,South Korea
South Korea,22,2024-06-06,FIFA World Cup qualification,0,away,Singapore,Singapore,South Korea,0,7,7-0,W,Kallang,Singapore
South Korea,23,2024-03-26,FIFA World Cup qualification,0,away,Thailand,Thailand,South Korea,0,3,3-0,W,Bangkok,Thailand
South Korea,24,2024-03-21,FIFA World Cup qualification,0,home,Thailand,South Korea,Thailand,1,1,1-1,D,Seoul,South Korea
South Korea,25,2024-02-06,AFC Asian Cup,1,neutral,Jordan,Jordan,South Korea,2,0,0-2,L,Al Rayyan,Qatar
South Korea,26,2024-02-02,AFC Asian Cup,1,neutral,Australia,Australia,South Korea,1,2,2-1,W,Al Wakrah,Qatar
South Korea,27,2024-01-30,AFC Asian Cup,1,neutral,Saudi Arabia,Saudi Arabia,South Korea,1,1,1-1,D,Al Rayyan,Qatar
South Korea,28,2024-01-25,AFC Asian Cup,1,neutral,Malaysia,South Korea,Malaysia,3,3,3-3,D,Al Wakrah,Qatar
South Korea,29,2024-01-20,AFC Asian Cup,1,neutral,Jordan,Jordan,South Korea,2,2,2-2,D,Doha,Qatar
South Korea,30,2024-01-15,AFC Asian Cup,1,neutral,Bahrain,South Korea,Bahrain,3,1,3-1,W,Doha,Qatar
South Korea,31,2024-01-06,Friendly,1,neutral,Iraq,Iraq,South Korea,0,1,1-0,W,Abu Dhabi,United Arab Emirates
South Korea,32,2023-11-21,FIFA World Cup qualification,0,away,China,China,South Korea,0,3,3-0,W,Shenzhen,China
South Korea,33,2023-11-16,FIFA World Cup qualification,0,home,Singapore,South Korea,Singapore,5,0,5-0,W,Seoul,South Korea
South Korea,34,2023-10-17,Friendly,0,home,Vietnam,South Korea,Vietnam,6,0,6-0,W,Suwon,South Korea
South Korea,35,2023-10-13,Friendly,0,home,Tunisia,South Korea,Tunisia,4,0,4-0,W,Seoul,South Korea
South Korea,36,2023-09-12,Friendly,1,neutral,Saudi Arabia,South Korea,Saudi Arabia,1,0,1-0,W,Newcastle,England
South Korea,37,2023-09-07,Friendly,0,away,Wales,Wales,South Korea,0,0,0-0,D,Cardiff,Wales
South Korea,38,2023-06-20,Friendly,0,home,El Salvador,South Korea,El Salvador,1,1,1-1,D,Daejeon,South Korea
South Korea,39,2023-06-16,Friendly,0,home,Peru,South Korea,Peru,0,1,0-1,L,Busan,South Korea
South Korea,40,2023-03-28,Friendly,0,home,Uruguay,South Korea,Uruguay,1,2,1-2,L,Seoul,South Korea
South Korea,41,2023-03-24,Friendly,0,home,Colombia,South Korea,Colombia,2,2,2-2,D,Ulsan,South Korea
South Korea,42,2022-12-05,FIFA World Cup,1,neutral,Brazil,Brazil,South Korea,4,1,1-4,L,Doha,Qatar
South Korea,43,2022-12-02,FIFA World Cup,1,neutral,Portugal,South Korea,Portugal,2,1,2-1,W,Al Rayyan,Qatar
South Korea,44,2022-11-28,FIFA World Cup,1,neutral,Ghana,South Korea,Ghana,2,3,2-3,L,Al Rayyan,Qatar
South Korea,45,2022-11-24,FIFA World Cup,1,neutral,Uruguay,Uruguay,South Korea,0,0,0-0,D,Al Rayyan,Qatar
South Korea,46,2022-11-11,Friendly,0,home,Iceland,South Korea,Iceland,1,0,1-0,W,Hwaseong,South Korea
South Korea,47,2022-09-27,Friendly,0,home,Cameroon,South Korea,Cameroon,1,0,1-0,W,Seoul,South Korea
South Korea,48,2022-09-23,Friendly,0,home,Costa Rica,South Korea,Costa Rica,2,2,2-2,D,Goyang,South Korea
South Korea,49,2022-07-27,EAFF Championship,0,away,Japan,Japan,South Korea,3,0,0-3,L,Toyota,Japan
South Korea,50,2022-07-24,EAFF Championship,1,neutral,Hong Kong,South Korea,Hong Kong,3,0,3-0,W,Toyota,Japan
South Korea,51,2022-07-20,EAFF Championship,1,neutral,China,China,South Korea,0,3,3-0,W,Toyota,Japan
South Korea,52,2022-06-14,Friendly,0,home,Egypt,South Korea,Egypt,4,1,4-1,W,Seoul,South Korea
South Korea,53,2022-06-10,Friendly,0,home,Paraguay,South Korea,Paraguay,2,2,2-2,D,Suwon,South Korea
South Korea,54,2022-06-06,Friendly,0,home,Chile,South Korea,Chile,2,0,2-0,W,Daejeon,South Korea
South Korea,55,2022-06-02,Friendly,0,home,Brazil,South Korea,Brazil,1,5,1-5,L,Seoul,South Korea
South Korea,56,2022-03-29,FIFA World Cup qualification,0,away,United Arab Emirates,United Arab Emirates,South Korea,1,0,0-1,L,Dubai,United Arab Emirates
South Korea,57,2022-03-24,FIFA World Cup qualification,0,home,Iran,South Korea,Iran,2,0,2-0,W,Seoul,South Korea
South Korea,58,2022-02-01,FIFA World Cup qualification,1,neutral,Syria,Syria,South Korea,0,2,2-0,W,Dubai,United Arab Emirates
South Korea,59,2022-01-27,FIFA World Cup qualification,0,away,Lebanon,Lebanon,South Korea,0,1,1-0,W,Sidon,Lebanon
South Korea,60,2022-01-20,Friendly,1,neutral,Moldova,South Korea,Moldova,4,0,4-0,W,Antalya,Turkey
Spain,1,2026-06-08,Friendly,1,neutral,Peru,Peru,Spain,1,3,3-1,W,Puebla,Mexico
Spain,2,2026-06-04,Friendly,0,home,Iraq,Spain,Iraq,1,1,1-1,D,A Coruña,Spain
Spain,3,2026-03-31,Friendly,0,home,Egypt,Spain,Egypt,0,0,0-0,D,Barcelona,Spain
Spain,4,2026-03-27,Friendly,0,home,Serbia,Spain,Serbia,3,0,3-0,W,Villarreal,Spain
Spain,5,2025-11-18,FIFA World Cup qualification,0,home,Turkey,Spain,Turkey,2,2,2-2,D,Seville,Spain
Spain,6,2025-11-15,FIFA World Cup qualification,0,away,Georgia,Georgia,Spain,0,4,4-0,W,Tbilisi,Georgia
Spain,7,2025-10-14,FIFA World Cup qualification,0,home,Bulgaria,Spain,Bulgaria,4,0,4-0,W,Valladolid,Spain
Spain,8,2025-10-11,FIFA World Cup qualification,0,home,Georgia,Spain,Georgia,2,0,2-0,W,Elche,Spain
Spain,9,2025-09-07,FIFA World Cup qualification,0,away,Turkey,Turkey,Spain,0,6,6-0,W,Konya,Turkey
Spain,10,2025-09-04,FIFA World Cup qualification,0,away,Bulgaria,Bulgaria,Spain,0,3,3-0,W,Sofia,Bulgaria
Spain,11,2025-06-08,UEFA Nations League,1,neutral,Portugal,Portugal,Spain,2,2,2-2,D,Munich,Germany
Spain,12,2025-06-05,UEFA Nations League,1,neutral,France,Spain,France,5,4,5-4,W,Stuttgart,Germany
Spain,13,2025-03-23,UEFA Nations League,0,home,Netherlands,Spain,Netherlands,3,3,3-3,D,Valencia,Spain
Spain,14,2025-03-20,UEFA Nations League,0,away,Netherlands,Netherlands,Spain,2,2,2-2,D,Rotterdam,Netherlands
Spain,15,2024-11-18,UEFA Nations League,0,home,Switzerland,Spain,Switzerland,3,2,3-2,W,Santa Cruz de Tenerife,Spain
Spain,16,2024-11-15,UEFA Nations League,0,away,Denmark,Denmark,Spain,1,2,2-1,W,Copenhagen,Denmark
Spain,17,2024-10-15,UEFA Nations League,0,home,Serbia,Spain,Serbia,3,0,3-0,W,Córdoba,Spain
Spain,18,2024-10-12,UEFA Nations League,0,home,Denmark,Spain,Denmark,1,0,1-0,W,Murcia,Spain
Spain,19,2024-09-08,UEFA Nations League,0,away,Switzerland,Switzerland,Spain,1,4,4-1,W,Geneva,Switzerland
Spain,20,2024-09-05,UEFA Nations League,0,away,Serbia,Serbia,Spain,0,0,0-0,D,Belgrade,Serbia
Spain,21,2024-07-14,UEFA Euro,1,neutral,England,Spain,England,2,1,2-1,W,Berlin,Germany
Spain,22,2024-07-09,UEFA Euro,1,neutral,France,Spain,France,2,1,2-1,W,Munich,Germany
Spain,23,2024-07-05,UEFA Euro,0,away,Germany,Germany,Spain,1,2,2-1,W,Stuttgart,Germany
Spain,24,2024-06-30,UEFA Euro,1,neutral,Georgia,Spain,Georgia,4,1,4-1,W,Cologne,Germany
Spain,25,2024-06-24,UEFA Euro,1,neutral,Albania,Albania,Spain,0,1,1-0,W,Düsseldorf,Germany
Spain,26,2024-06-20,UEFA Euro,1,neutral,Italy,Spain,Italy,1,0,1-0,W,Gelsenkirchen,Germany
Spain,27,2024-06-15,UEFA Euro,1,neutral,Croatia,Spain,Croatia,3,0,3-0,W,Berlin,Germany
Spain,28,2024-06-08,Friendly,0,home,Northern Ireland,Spain,Northern Ireland,5,1,5-1,W,Mallorca,Spain
Spain,29,2024-06-05,Friendly,0,home,Andorra,Spain,Andorra,5,0,5-0,W,Badajoz,Spain
Spain,30,2024-03-26,Friendly,0,home,Brazil,Spain,Brazil,3,3,3-3,D,Madrid,Spain
Spain,31,2024-03-22,Friendly,1,neutral,Colombia,Spain,Colombia,0,1,0-1,L,London,England
Spain,32,2023-11-19,UEFA Euro qualification,0,home,Georgia,Spain,Georgia,3,1,3-1,W,Valladolid,Spain
Spain,33,2023-11-16,UEFA Euro qualification,0,away,Cyprus,Cyprus,Spain,1,3,3-1,W,Limassol,Cyprus
Spain,34,2023-10-15,UEFA Euro qualification,0,away,Norway,Norway,Spain,0,1,1-0,W,Oslo,Norway
Spain,35,2023-10-12,UEFA Euro qualification,0,home,Scotland,Spain,Scotland,2,0,2-0,W,Seville,Spain
Spain,36,2023-09-12,UEFA Euro qualification,0,home,Cyprus,Spain,Cyprus,6,0,6-0,W,Granada,Spain
Spain,37,2023-09-08,UEFA Euro qualification,0,away,Georgia,Georgia,Spain,1,7,7-1,W,Tbilisi,Georgia
Spain,38,2023-06-18,UEFA Nations League,1,neutral,Croatia,Croatia,Spain,0,0,0-0,D,Rotterdam,Netherlands
Spain,39,2023-06-15,UEFA Nations League,1,neutral,Italy,Spain,Italy,2,1,2-1,W,Enschede,Netherlands
Spain,40,2023-03-28,UEFA Euro qualification,0,away,Scotland,Scotland,Spain,2,0,0-2,L,Glasgow,Scotland
Spain,41,2023-03-25,UEFA Euro qualification,0,home,Norway,Spain,Norway,3,0,3-0,W,Málaga,Spain
Spain,42,2022-12-06,FIFA World Cup,1,neutral,Morocco,Morocco,Spain,0,0,0-0,D,Al Rayyan,Qatar
Spain,43,2022-12-01,FIFA World Cup,1,neutral,Japan,Japan,Spain,2,1,1-2,L,Al Rayyan,Qatar
Spain,44,2022-11-27,FIFA World Cup,1,neutral,Germany,Spain,Germany,1,1,1-1,D,Al Khor,Qatar
Spain,45,2022-11-23,FIFA World Cup,1,neutral,Costa Rica,Spain,Costa Rica,7,0,7-0,W,Doha,Qatar
Spain,46,2022-11-17,Friendly,0,away,Jordan,Jordan,Spain,1,3,3-1,W,Amman,Jordan
Spain,47,2022-09-27,UEFA Nations League,0,away,Portugal,Portugal,Spain,0,1,1-0,W,Braga,Portugal
Spain,48,2022-09-24,UEFA Nations League,0,home,Switzerland,Spain,Switzerland,1,2,1-2,L,Zaragoza,Spain
Spain,49,2022-06-12,UEFA Nations League,0,home,Czech Republic,Spain,Czech Republic,2,0,2-0,W,Málaga,Spain
Spain,50,2022-06-09,UEFA Nations League,0,away,Switzerland,Switzerland,Spain,0,1,1-0,W,Geneva,Switzerland
Spain,51,2022-06-05,UEFA Nations League,0,away,Czech Republic,Czech Republic,Spain,2,2,2-2,D,Prague,Czech Republic
Spain,52,2022-06-02,UEFA Nations League,0,home,Portugal,Spain,Portugal,1,1,1-1,D,Seville,Spain
Spain,53,2022-03-29,Friendly,0,home,Iceland,Spain,Iceland,5,0,5-0,W,A Coruña,Spain
Spain,54,2022-03-26,Friendly,0,home,Albania,Spain,Albania,2,1,2-1,W,Barcelona,Spain
Spain,55,2021-11-14,FIFA World Cup qualification,0,home,Sweden,Spain,Sweden,1,0,1-0,W,Seville,Spain
Spain,56,2021-11-11,FIFA World Cup qualification,0,away,Greece,Greece,Spain,0,1,1-0,W,Athens,Greece
Spain,57,2021-10-10,UEFA Nations League,1,neutral,France,Spain,France,1,2,1-2,L,Milan,Italy
Spain,58,2021-10-06,UEFA Nations League,0,away,Italy,Italy,Spain,1,2,2-1,W,Milan,Italy
Spain,59,2021-09-08,FIFA World Cup qualification,0,away,Kosovo,Kosovo,Spain,0,2,2-0,W,Pristina,Kosovo
Spain,60,2021-09-05,FIFA World Cup qualification,0,home,Georgia,Spain,Georgia,4,0,4-0,W,Badajoz,Spain
Sweden,1,2026-06-04,Friendly,0,home,Greece,Sweden,Greece,2,2,2-2,D,Solna,Sweden
Sweden,2,2026-06-01,Friendly,0,away,Norway,Norway,Sweden,3,1,1-3,L,Oslo,Norway
Sweden,3,2026-03-31,FIFA World Cup qualification,0,home,Poland,Sweden,Poland,3,2,3-2,W,Solna,Sweden
Sweden,4,2026-03-26,FIFA World Cup qualification,1,neutral,Ukraine,Ukraine,Sweden,1,3,3-1,W,Valencia,Spain
Sweden,5,2025-11-18,FIFA World Cup qualification,0,home,Slovenia,Sweden,Slovenia,1,1,1-1,D,Solna,Sweden
Sweden,6,2025-11-15,FIFA World Cup qualification,0,away,Switzerland,Switzerland,Sweden,4,1,1-4,L,Geneva,Switzerland
Sweden,7,2025-10-13,FIFA World Cup qualification,0,home,Kosovo,Sweden,Kosovo,0,1,0-1,L,Gothenburg,Sweden
Sweden,8,2025-10-10,FIFA World Cup qualification,0,home,Switzerland,Sweden,Switzerland,0,2,0-2,L,Solna,Sweden
Sweden,9,2025-09-08,FIFA World Cup qualification,0,away,Kosovo,Kosovo,Sweden,2,0,0-2,L,Pristina,Kosovo
