team,match_rank_recent,date,side,home_team,away_team,opponent,team_scoreline,home_score,away_score,team_result,tournament,city,country,neutral,source_url
Panama,13,2025-09-04,away,Suriname,Panama,Suriname,0-0,0,0,D,FIFA World Cup qualification,Paramaribo,Suriname,0,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Panama,14,2025-06-28,neutral,Panama,Honduras,Honduras,1-1,1,1,D,Gold Cup,Glendale,United States,1,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Panama,15,2025-06-24,neutral,Panama,Jamaica,Jamaica,4-1,4,1,W,Gold Cup,Austin,United States,1,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Panama,16,2025-06-20,neutral,Guatemala,Panama,Guatemala,1-0,0,1,W,Gold Cup,Austin,United States,1,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Panama,17,2025-06-16,neutral,Panama,Guadeloupe,Guadeloupe,5-2,5,2,W,Gold Cup,Carson,United States,1,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Panama,18,2025-06-10,home,Panama,Nicaragua,Nicaragua,3-0,3,0,W,FIFA World Cup qualification,Panama City,Panama,0,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Paraguay,1,2026-06-05,home,Paraguay,Nicaragua,Nicaragua,4-0,4,0,W,Friendly,Asunción,Paraguay,0,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Paraguay,2,2026-03-31,neutral,Morocco,Paraguay,Morocco,1-2,2,1,L,Friendly,Lens,France,1,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Paraguay,3,2026-03-27,away,Greece,Paraguay,Greece,1-0,0,1,W,Friendly,Athens,Greece,0,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Paraguay,4,2025-11-18,neutral,Mexico,Paraguay,Mexico,2-1,1,2,W,Friendly,San Antonio,United States,1,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Paraguay,5,2025-11-15,away,United States,Paraguay,United States,1-2,2,1,L,Friendly,Chester,United States,0,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Paraguay,6,2025-10-14,away,South Korea,Paraguay,South Korea,0-2,2,0,L,Friendly,Seoul,South Korea,0,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Paraguay,7,2025-10-10,away,Japan,Paraguay,Japan,2-2,2,2,D,Kirin Cup,Osaka,Japan,0,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Paraguay,8,2025-09-09,away,Peru,Paraguay,Peru,1-0,0,1,W,FIFA World Cup qualification,Lima,Peru,0,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Paraguay,9,2025-09-04,home,Paraguay,Ecuador,Ecuador,0-0,0,0,D,FIFA World Cup qualification,Asunción,Paraguay,0,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Paraguay,10,2025-06-10,away,Brazil,Paraguay,Brazil,0-1,1,0,L,FIFA World Cup qualification,São Paulo,Brazil,0,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Portugal,1,2026-06-06,home,Portugal,Chile,Chile,2-1,2,1,W,Friendly,Oeiras,Portugal,0,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Portugal,2,2026-03-31,away,United States,Portugal,United States,2-0,0,2,W,Friendly,Atlanta,United States,0,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Portugal,3,2026-03-28,away,Mexico,Portugal,Mexico,0-0,0,0,D,Friendly,Mexico City,Mexico,0,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Portugal,4,2025-11-16,home,Portugal,Armenia,Armenia,9-1,9,1,W,FIFA World Cup qualification,Porto,Portugal,0,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Portugal,5,2025-11-13,away,Republic of Ireland,Portugal,Republic of Ireland,0-2,2,0,L,FIFA World Cup qualification,Dublin,Republic of Ireland,0,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Portugal,6,2025-10-14,home,Portugal,Hungary,Hungary,2-2,2,2,D,FIFA World Cup qualification,Lisbon,Portugal,0,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Portugal,7,2025-10-11,home,Portugal,Republic of Ireland,Republic of Ireland,1-0,1,0,W,FIFA World Cup qualification,Lisbon,Portugal,0,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Portugal,8,2025-09-09,away,Hungary,Portugal,Hungary,3-2,2,3,W,FIFA World Cup qualification,Budapest,Hungary,0,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Portugal,9,2025-09-06,away,Armenia,Portugal,Armenia,5-0,0,5,W,FIFA World Cup qualification,Yerevan,Armenia,0,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Qatar,1,2026-06-06,neutral,Qatar,El Salvador,El Salvador,0-0,0,0,D,Friendly,Los Angeles,United States,1,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Qatar,2,2026-05-28,away,Republic of Ireland,Qatar,Republic of Ireland,0-1,1,0,L,Friendly,Dublin,Republic of Ireland,0,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Qatar,3,2025-12-07,home,Qatar,Tunisia,Tunisia,0-3,0,3,L,Arab Cup,Al Khor,Qatar,0,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Qatar,4,2025-12-04,home,Qatar,Syria,Syria,1-1,1,1,D,Arab Cup,Al Rayyan,Qatar,0,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Qatar,5,2025-12-01,home,Qatar,Palestine,Palestine,0-1,0,1,L,Arab Cup,Al Khor,Qatar,0,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Qatar,6,2025-11-17,home,Qatar,Zimbabwe,Zimbabwe,1-2,1,2,L,Friendly,Ar-Rayyan,Qatar,0,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Qatar,7,2025-10-14,home,Qatar,United Arab Emirates,United Arab Emirates,2-1,2,1,W,FIFA World Cup qualification,Al Rayyan,Qatar,0,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Qatar,8,2025-10-08,home,Qatar,Oman,Oman,0-0,0,0,D,FIFA World Cup qualification,Al Rayyan,Qatar,0,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Qatar,9,2025-09-07,home,Qatar,Russia,Russia,1-4,1,4,L,Friendly,Doha,Qatar,0,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Qatar,10,2025-09-03,home,Qatar,Bahrain,Bahrain,2-2,2,2,D,Friendly,Doha,Qatar,0,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Qatar,11,2025-08-24,home,Qatar,Lebanon,Lebanon,2-2,2,2,D,Friendly,Doha,Qatar,0,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Qatar,12,2025-06-10,away,Uzbekistan,Qatar,Uzbekistan,0-3,3,0,L,FIFA World Cup qualification,Tashkent,Uzbekistan,0,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Saudi Arabia,1,2026-06-05,neutral,Puerto Rico,Saudi Arabia,Puerto Rico,3-0,0,3,W,Friendly,Austin,United States,1,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Saudi Arabia,2,2026-05-30,neutral,Ecuador,Saudi Arabia,Ecuador,1-2,2,1,L,Friendly,Harrison,United States,1,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Saudi Arabia,3,2026-03-31,away,Serbia,Saudi Arabia,Serbia,1-2,2,1,L,Friendly,Backa Topola,Serbia,0,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Saudi Arabia,4,2026-03-27,home,Saudi Arabia,Egypt,Egypt,0-4,0,4,L,Friendly,Jeddah,Saudi Arabia,0,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Saudi Arabia,5,2025-12-15,neutral,Saudi Arabia,Jordan,Jordan,0-1,0,1,L,Arab Cup,Al Khor,Qatar,1,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Saudi Arabia,6,2025-12-11,neutral,Palestine,Saudi Arabia,Palestine,2-1,1,2,W,Arab Cup,Lusail,Qatar,1,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Saudi Arabia,7,2025-12-08,neutral,Morocco,Saudi Arabia,Morocco,0-1,1,0,L,Arab Cup,Lusail,Qatar,1,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Saudi Arabia,8,2025-12-05,neutral,Comoros,Saudi Arabia,Comoros,3-1,1,3,W,Arab Cup,Al Khor,Qatar,1,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Saudi Arabia,9,2025-12-02,neutral,Saudi Arabia,Oman,Oman,2-1,2,1,W,Arab Cup,Al Rayyan,Qatar,1,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Saudi Arabia,10,2025-11-18,home,Saudi Arabia,Algeria,Algeria,0-2,0,2,L,Friendly,Jeddah,Saudi Arabia,0,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Saudi Arabia,11,2025-11-14,home,Saudi Arabia,Ivory Coast,Ivory Coast,1-0,1,0,W,Friendly,Jeddah,Saudi Arabia,0,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Saudi Arabia,12,2025-10-14,home,Saudi Arabia,Iraq,Iraq,0-0,0,0,D,FIFA World Cup qualification,Jeddah,Saudi Arabia,0,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Saudi Arabia,13,2025-10-08,home,Saudi Arabia,Indonesia,Indonesia,3-2,3,2,W,FIFA World Cup qualification,Jeddah,Saudi Arabia,0,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Saudi Arabia,14,2025-09-08,away,Czech Republic,Saudi Arabia,Czech Republic,1-1,1,1,D,Friendly,Hradec Králové,Czech Republic,0,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Saudi Arabia,15,2025-09-04,neutral,Saudi Arabia,North Macedonia,North Macedonia,2-1,2,1,W,Friendly,Prague,Czech Republic,1,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Saudi Arabia,16,2025-06-28,neutral,Mexico,Saudi Arabia,Mexico,0-2,2,0,L,Gold Cup,Glendale,United States,1,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Saudi Arabia,17,2025-06-22,neutral,Saudi Arabia,Trinidad and Tobago,Trinidad and Tobago,1-1,1,1,D,Gold Cup,Paradise,United States,1,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Saudi Arabia,18,2025-06-19,away,United States,Saudi Arabia,United States,0-1,1,0,L,Gold Cup,Austin,United States,0,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Saudi Arabia,19,2025-06-15,neutral,Haiti,Saudi Arabia,Haiti,1-0,0,1,W,Gold Cup,San Diego,United States,1,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Saudi Arabia,20,2025-06-10,home,Saudi Arabia,Australia,Australia,1-2,1,2,L,FIFA World Cup qualification,Jeddah,Saudi Arabia,0,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Scotland,1,2026-06-06,neutral,Bolivia,Scotland,Bolivia,4-0,0,4,W,Friendly,Harrison,United States,1,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Scotland,2,2026-05-30,home,Scotland,Curaçao,Curaçao,4-1,4,1,W,Friendly,Glasgow,Scotland,0,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Scotland,3,2026-03-31,neutral,Ivory Coast,Scotland,Ivory Coast,0-1,1,0,L,Friendly,Liverpool,England,1,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Scotland,4,2026-03-28,home,Scotland,Japan,Japan,0-1,0,1,L,Friendly,Glasgow,Scotland,0,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Scotland,5,2025-11-18,home,Scotland,Denmark,Denmark,4-2,4,2,W,FIFA World Cup qualification,Glasgow,Scotland,0,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Scotland,6,2025-11-15,away,Greece,Scotland,Greece,2-3,3,2,L,FIFA World Cup qualification,Piraeus,Greece,0,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Scotland,7,2025-10-12,home,Scotland,Belarus,Belarus,2-1,2,1,W,FIFA World Cup qualification,Glasgow,Scotland,0,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Scotland,8,2025-10-09,home,Scotland,Greece,Greece,3-1,3,1,W,FIFA World Cup qualification,Glasgow,Scotland,0,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Scotland,9,2025-09-08,neutral,Belarus,Scotland,Belarus,2-0,0,2,W,FIFA World Cup qualification,Zalaegerszeg,Hungary,1,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Scotland,10,2025-09-05,away,Denmark,Scotland,Denmark,0-0,0,0,D,FIFA World Cup qualification,Copenhagen,Denmark,0,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Scotland,11,2025-06-09,away,Liechtenstein,Scotland,Liechtenstein,4-0,0,4,W,Friendly,Vaduz,Liechtenstein,0,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Senegal,1,2026-05-31,away,United States,Senegal,United States,2-3,3,2,L,Friendly,Charlotte,United States,0,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Senegal,2,2026-03-31,home,Senegal,Gambia,Gambia,3-1,3,1,W,Friendly,Diamniadio,Senegal,0,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Senegal,3,2026-03-28,neutral,Senegal,Peru,Peru,2-0,2,0,W,Friendly,Paris,France,1,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Senegal,4,2026-01-18,away,Morocco,Senegal,Morocco,0-3,3,0,L,African Cup of Nations,Rabat,Morocco,0,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Senegal,5,2026-01-14,neutral,Senegal,Egypt,Egypt,1-0,1,0,W,African Cup of Nations,Tangier,Morocco,1,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Senegal,6,2026-01-09,neutral,Mali,Senegal,Mali,1-0,0,1,W,African Cup of Nations,Tangier,Morocco,1,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Senegal,7,2026-01-03,neutral,Senegal,Sudan,Sudan,3-1,3,1,W,African Cup of Nations,Tangier,Morocco,1,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Senegal,8,2025-12-30,neutral,Benin,Senegal,Benin,3-0,0,3,W,African Cup of Nations,Tangier,Morocco,1,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Senegal,9,2025-12-27,neutral,Senegal,DR Congo,DR Congo,1-1,1,1,D,African Cup of Nations,Tangier,Morocco,1,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Senegal,10,2025-12-23,neutral,Senegal,Botswana,Botswana,3-0,3,0,W,African Cup of Nations,Tangier,Morocco,1,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Senegal,11,2025-11-18,neutral,Kenya,Senegal,Kenya,8-0,0,8,W,Friendly,Antalya,Turkey,1,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Senegal,12,2025-11-15,neutral,Brazil,Senegal,Brazil,0-2,2,0,L,Friendly,London,England,1,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Senegal,13,2025-10-14,home,Senegal,Mauritania,Mauritania,4-0,4,0,W,FIFA World Cup qualification,Diamniadio,Senegal,0,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Senegal,14,2025-10-10,away,South Sudan,Senegal,South Sudan,5-0,0,5,W,FIFA World Cup qualification,Juba,South Sudan,0,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Senegal,15,2025-09-09,away,DR Congo,Senegal,DR Congo,3-2,2,3,W,FIFA World Cup qualification,Kinshasa,DR Congo,0,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Senegal,16,2025-09-05,home,Senegal,Sudan,Sudan,2-0,2,0,W,FIFA World Cup qualification,Diamniadio,Senegal,0,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Senegal,17,2025-06-10,away,England,Senegal,England,3-1,1,3,W,Friendly,London,England,0,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
South Africa,1,2026-06-06,neutral,Jamaica,South Africa,Jamaica,1-0,0,1,W,Friendly,Pachua,Mexico,1,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
South Africa,2,2026-05-29,home,South Africa,Nicaragua,Nicaragua,0-0,0,0,D,Friendly,Johannesburg,South Africa,0,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
South Africa,3,2026-03-31,home,South Africa,Panama,Panama,1-2,1,2,L,Friendly,Cape Town,South Africa,0,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
South Africa,4,2026-03-27,home,South Africa,Panama,Panama,1-1,1,1,D,Friendly,Durban,South Africa,0,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
South Africa,5,2026-01-04,neutral,South Africa,Cameroon,Cameroon,1-2,1,2,L,African Cup of Nations,Rabat,Morocco,1,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
South Africa,6,2025-12-29,neutral,Zimbabwe,South Africa,Zimbabwe,3-2,2,3,W,African Cup of Nations,Marrakesh,Morocco,1,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
South Africa,7,2025-12-26,neutral,Egypt,South Africa,Egypt,0-1,1,0,L,African Cup of Nations,Agadir,Morocco,1,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
South Africa,8,2025-12-22,neutral,South Africa,Angola,Angola,2-1,2,1,W,African Cup of Nations,Marrakesh,Morocco,1,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
South Africa,9,2025-11-15,home,South Africa,Zambia,Zambia,3-1,3,1,W,Friendly,Gqeberha,South Africa,0,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
South Africa,10,2025-10-14,home,South Africa,Rwanda,Rwanda,3-0,3,0,W,FIFA World Cup qualification,Mbombela,South Africa,0,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
South Africa,11,2025-10-10,home,South Africa,Zimbabwe,Zimbabwe,0-0,0,0,D,FIFA World Cup qualification,Durban,South Africa,0,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
South Africa,12,2025-09-09,home,South Africa,Nigeria,Nigeria,1-1,1,1,D,FIFA World Cup qualification,Bloemfontein,South Africa,0,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
South Africa,13,2025-09-05,home,South Africa,Lesotho,Lesotho,3-0,3,0,W,FIFA World Cup qualification,Bloemfontein,South Africa,0,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
South Africa,14,2025-06-10,home,South Africa,Mozambique,Mozambique,2-0,2,0,W,Friendly,Polokwane,South Africa,0,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
South Korea,1,2026-06-03,neutral,South Korea,El Salvador,El Salvador,1-0,1,0,W,Friendly,Provo,United States,1,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
South Korea,2,2026-05-30,neutral,South Korea,Trinidad and Tobago,Trinidad and Tobago,5-0,5,0,W,Friendly,Provo,United States,1,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
South Korea,3,2026-03-31,away,Austria,South Korea,Austria,0-1,1,0,L,Friendly,Vienna,Austria,0,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
South Korea,4,2026-03-28,neutral,Ivory Coast,South Korea,Ivory Coast,0-4,4,0,L,Friendly,Milton Keynes,England,1,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
South Korea,5,2025-11-18,home,South Korea,Ghana,Ghana,1-0,1,0,W,Friendly,Seoul,South Korea,0,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
South Korea,6,2025-11-14,home,South Korea,Bolivia,Bolivia,2-0,2,0,W,Friendly,Daejeon,South Korea,0,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
South Korea,7,2025-10-14,home,South Korea,Paraguay,Paraguay,2-0,2,0,W,Friendly,Seoul,South Korea,0,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
South Korea,8,2025-10-10,home,South Korea,Brazil,Brazil,0-5,0,5,L,Friendly,Seoul,South Korea,0,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
South Korea,9,2025-09-09,neutral,Mexico,South Korea,Mexico,2-2,2,2,D,Friendly,Nashville,United States,1,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
South Korea,10,2025-09-06,away,United States,South Korea,United States,2-0,0,2,W,Friendly,Harrison,United States,0,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
South Korea,11,2025-06-10,home,South Korea,Kuwait,Kuwait,4-0,4,0,W,FIFA World Cup qualification,Seoul,South Korea,0,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Spain,1,2026-06-08,neutral,Peru,Spain,Peru,3-1,1,3,W,Friendly,Puebla,Mexico,1,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Spain,2,2026-06-04,home,Spain,Iraq,Iraq,1-1,1,1,D,Friendly,La Coruna,Spain,0,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Spain,3,2026-03-31,home,Spain,Egypt,Egypt,0-0,0,0,D,Friendly,Barcelona,Spain,0,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Spain,4,2026-03-27,home,Spain,Serbia,Serbia,3-0,3,0,W,Friendly,Villarreal,Spain,0,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Spain,5,2025-11-18,home,Spain,Turkey,Turkey,2-2,2,2,D,FIFA World Cup qualification,Seville,Spain,0,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Spain,6,2025-11-15,away,Georgia,Spain,Georgia,4-0,0,4,W,FIFA World Cup qualification,Tbilisi,Georgia,0,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Spain,7,2025-10-14,home,Spain,Bulgaria,Bulgaria,4-0,4,0,W,FIFA World Cup qualification,Valladolid,Spain,0,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Spain,8,2025-10-11,home,Spain,Georgia,Georgia,2-0,2,0,W,FIFA World Cup qualification,Elche,Spain,0,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Spain,9,2025-09-07,away,Turkey,Spain,Turkey,6-0,0,6,W,FIFA World Cup qualification,Konya,Turkey,0,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Spain,10,2025-09-04,away,Bulgaria,Spain,Bulgaria,3-0,0,3,W,FIFA World Cup qualification,Sofia,Bulgaria,0,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Sweden,1,2026-06-04,home,Sweden,Greece,Greece,2-2,2,2,D,Friendly,Solna,Sweden,0,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Sweden,2,2026-06-01,away,Norway,Sweden,Norway,1-3,3,1,L,Friendly,Oslo,Norway,0,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Sweden,3,2026-03-31,home,Sweden,Poland,Poland,3-2,3,2,W,FIFA World Cup qualification,Solna,Sweden,0,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Sweden,4,2026-03-26,neutral,Ukraine,Sweden,Ukraine,3-1,1,3,W,FIFA World Cup qualification,Valencia,Spain,1,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Sweden,5,2025-11-18,home,Sweden,Slovenia,Slovenia,1-1,1,1,D,FIFA World Cup qualification,Solna,Sweden,0,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Sweden,6,2025-11-15,away,Switzerland,Sweden,Switzerland,1-4,4,1,L,FIFA World Cup qualification,Geneva,Switzerland,0,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Sweden,7,2025-10-13,home,Sweden,Kosovo,Kosovo,0-1,0,1,L,FIFA World Cup qualification,Gothenburg,Sweden,0,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Sweden,8,2025-10-10,home,Sweden,Switzerland,Switzerland,0-2,0,2,L,FIFA World Cup qualification,Solna,Sweden,0,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Sweden,9,2025-09-08,away,Kosovo,Sweden,Kosovo,0-2,2,0,L,FIFA World Cup qualification,Pristina,Kosovo,0,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Sweden,10,2025-09-05,away,Slovenia,Sweden,Slovenia,2-2,2,2,D,FIFA World Cup qualification,Ljubljana,Slovenia,0,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Sweden,11,2025-06-10,home,Sweden,Algeria,Algeria,4-3,4,3,W,Friendly,Solna,Sweden,0,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Switzerland,1,2026-06-06,neutral,Australia,Switzerland,Australia,1-1,1,1,D,Friendly,San Diego,United States,1,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Switzerland,2,2026-05-31,home,Switzerland,Jordan,Jordan,4-1,4,1,W,Friendly,St. Gallen,Switzerland,0,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Switzerland,3,2026-03-31,away,Norway,Switzerland,Norway,0-0,0,0,D,Friendly,Oslo,Norway,0,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Switzerland,4,2026-03-27,home,Switzerland,Germany,Germany,3-4,3,4,L,Friendly,Basel,Switzerland,0,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Switzerland,5,2025-11-18,away,Kosovo,Switzerland,Kosovo,1-1,1,1,D,FIFA World Cup qualification,Pristina,Kosovo,0,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Switzerland,6,2025-11-15,home,Switzerland,Sweden,Sweden,4-1,4,1,W,FIFA World Cup qualification,Geneva,Switzerland,0,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Switzerland,7,2025-10-13,away,Slovenia,Switzerland,Slovenia,0-0,0,0,D,FIFA World Cup qualification,Ljubljana,Slovenia,0,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Switzerland,8,2025-10-10,away,Sweden,Switzerland,Sweden,2-0,0,2,W,FIFA World Cup qualification,Solna,Sweden,0,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Switzerland,9,2025-09-08,home,Switzerland,Slovenia,Slovenia,3-0,3,0,W,FIFA World Cup qualification,Basel,Switzerland,0,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Switzerland,10,2025-09-05,home,Switzerland,Kosovo,Kosovo,4-0,4,0,W,FIFA World Cup qualification,Basel,Switzerland,0,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Switzerland,11,2025-06-10,away,United States,Switzerland,United States,4-0,0,4,W,Friendly,Nashville,United States,0,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Tunisia,1,2026-06-06,away,Belgium,Tunisia,Belgium,0-5,5,0,L,Friendly,Brussels,Belgium,0,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Tunisia,2,2026-06-01,away,Austria,Tunisia,Austria,0-1,1,0,L,Friendly,Vienna,Austria,0,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Tunisia,3,2026-03-31,away,Canada,Tunisia,Canada,0-0,0,0,D,Friendly,Toronto,Canada,0,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Tunisia,4,2026-03-28,neutral,Haiti,Tunisia,Haiti,1-0,0,1,W,Friendly,Toronto,Canada,1,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Tunisia,5,2026-01-03,neutral,Mali,Tunisia,Mali,1-1,1,1,D,African Cup of Nations,Casablanca,Morocco,1,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Tunisia,6,2025-12-30,neutral,Tanzania,Tunisia,Tanzania,1-1,1,1,D,African Cup of Nations,Rabat,Morocco,1,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Tunisia,7,2025-12-27,neutral,Nigeria,Tunisia,Nigeria,2-3,3,2,L,African Cup of Nations,Fez,Morocco,1,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
