team,match_rank_recent,date,side,home_team,away_team,opponent,team_scoreline,home_score,away_score,team_result,tournament,city,country,neutral,source_url
Algeria,1,2026-06-03,away,Netherlands,Algeria,Netherlands,1-0,0,1,W,Friendly,Rotterdam,Netherlands,0,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Algeria,2,2026-03-31,neutral,Algeria,Uruguay,Uruguay,0-0,0,0,D,Friendly,Turin,Italy,1,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Algeria,3,2026-03-27,neutral,Algeria,Guatemala,Guatemala,7-0,7,0,W,Friendly,Genoa,Switzerland,1,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Algeria,4,2026-01-10,neutral,Algeria,Nigeria,Nigeria,0-2,0,2,L,African Cup of Nations,Marrakesh,Morocco,1,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Algeria,5,2026-01-06,neutral,Algeria,DR Congo,DR Congo,1-0,1,0,W,African Cup of Nations,Rabat,Morocco,1,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Algeria,6,2025-12-31,neutral,Equatorial Guinea,Algeria,Equatorial Guinea,3-1,1,3,W,African Cup of Nations,Rabat,Morocco,1,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Algeria,7,2025-12-28,neutral,Algeria,Burkina Faso,Burkina Faso,1-0,1,0,W,African Cup of Nations,Rabat,Morocco,1,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Algeria,8,2025-12-24,neutral,Algeria,Sudan,Sudan,3-0,3,0,W,African Cup of Nations,Rabat,Morocco,1,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Algeria,9,2025-12-12,neutral,Algeria,United Arab Emirates,United Arab Emirates,1-1,1,1,D,Arab Cup,Al Khor,Qatar,1,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Algeria,10,2025-12-09,neutral,Algeria,Iraq,Iraq,2-0,2,0,W,Arab Cup,Al Rayyan,Qatar,1,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Algeria,11,2025-12-06,neutral,Bahrain,Algeria,Bahrain,5-1,1,5,W,Arab Cup,Al Rayyan,Qatar,1,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Algeria,12,2025-12-03,neutral,Algeria,Sudan,Sudan,0-0,0,0,D,Arab Cup,Al Rayyan,Qatar,1,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Algeria,13,2025-11-18,away,Saudi Arabia,Algeria,Saudi Arabia,2-0,0,2,W,Friendly,Jeddah,Saudi Arabia,0,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Algeria,14,2025-11-13,neutral,Algeria,Zimbabwe,Zimbabwe,3-1,3,1,W,Friendly,Jeddah,Saudi Arabia,1,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Algeria,15,2025-10-14,home,Algeria,Uganda,Uganda,2-1,2,1,W,FIFA World Cup qualification,Tizi Ouzou,Algeria,0,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Algeria,16,2025-10-09,home,Algeria,Somalia,Somalia,3-0,3,0,W,FIFA World Cup qualification,Bir El Djir,Algeria,0,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Algeria,17,2025-09-08,neutral,Guinea,Algeria,Guinea,0-0,0,0,D,FIFA World Cup qualification,Casablanca,Morocco,1,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Algeria,18,2025-09-04,home,Algeria,Botswana,Botswana,3-1,3,1,W,FIFA World Cup qualification,Tizi Ouzou,Algeria,0,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Algeria,19,2025-06-10,away,Sweden,Algeria,Sweden,3-4,4,3,L,Friendly,Solna,Sweden,0,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Algeria,20,2025-06-09,home,Algeria,Rwanda,Rwanda,2-0,2,0,W,Friendly,Blida,Algeria,0,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Argentina,1,2026-06-06,neutral,Argentina,Honduras,Honduras,2-0,2,0,W,Friendly,College Station,United States,1,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Argentina,2,2026-03-31,home,Argentina,Zambia,Zambia,5-0,5,0,W,Friendly,Buenos Aires,Argentina,0,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Argentina,3,2026-03-27,home,Argentina,Mauritania,Mauritania,2-1,2,1,W,Friendly,Buenos Aires,Argentina,0,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Argentina,4,2025-11-14,away,Angola,Argentina,Angola,2-0,0,2,W,Friendly,Luanda,Angola,0,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Argentina,5,2025-10-14,neutral,Puerto Rico,Argentina,Puerto Rico,6-0,0,6,W,Friendly,Fort Lauderdale,United States,1,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Argentina,6,2025-10-10,neutral,Argentina,Venezuela,Venezuela,1-0,1,0,W,Friendly,Miami Gardens,United States,1,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Argentina,7,2025-09-09,away,Ecuador,Argentina,Ecuador,0-1,1,0,L,FIFA World Cup qualification,Guayaquil,Ecuador,0,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Argentina,8,2025-09-04,home,Argentina,Venezuela,Venezuela,3-0,3,0,W,FIFA World Cup qualification,Buenos Aires,Argentina,0,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Argentina,9,2025-06-10,home,Argentina,Colombia,Colombia,1-1,1,1,D,FIFA World Cup qualification,Buenos Aires,Argentina,0,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Australia,1,2026-06-06,neutral,Australia,Switzerland,Switzerland,1-1,1,1,D,Friendly,San Diego,United States,1,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Australia,2,2026-05-30,neutral,Mexico,Australia,Mexico,0-1,1,0,L,Friendly,Pasadena,United States,1,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Australia,3,2026-03-31,home,Australia,Curaçao,Curaçao,5-1,5,1,W,FIFA Series,Melbourne,Australia,0,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Australia,4,2026-03-27,home,Australia,Cameroon,Cameroon,1-0,1,0,W,FIFA Series,Sydney,Australia,0,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Australia,5,2025-11-18,neutral,Colombia,Australia,Colombia,0-3,3,0,L,Friendly,New York,United States,1,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Australia,6,2025-11-14,neutral,Australia,Venezuela,Venezuela,0-1,0,1,L,Friendly,Houston,United States,1,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Australia,7,2025-10-14,away,United States,Australia,United States,1-2,2,1,L,Friendly,Denver,United States,0,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Australia,8,2025-10-10,away,Canada,Australia,Canada,1-0,0,1,W,Friendly,Montreal,Canada,0,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Australia,9,2025-09-09,away,New Zealand,Australia,New Zealand,3-1,1,3,W,Soccer Ashes,Auckland,New Zealand,0,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Australia,10,2025-09-05,home,Australia,New Zealand,New Zealand,1-0,1,0,W,Soccer Ashes,Canberra,Australia,0,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Australia,11,2025-06-10,away,Saudi Arabia,Australia,Saudi Arabia,2-1,1,2,W,FIFA World Cup qualification,Jeddah,Saudi Arabia,0,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Austria,1,2026-06-01,home,Austria,Tunisia,Tunisia,1-0,1,0,W,Friendly,Vienna,Austria,0,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Austria,2,2026-03-31,home,Austria,South Korea,South Korea,1-0,1,0,W,Friendly,Vienna,Austria,0,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Austria,3,2026-03-27,home,Austria,Ghana,Ghana,5-1,5,1,W,Friendly,Vienna,Austria,0,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Austria,4,2025-11-18,home,Austria,Bosnia and Herzegovina,Bosnia and Herzegovina,1-1,1,1,D,FIFA World Cup qualification,Vienna,Austria,0,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Austria,5,2025-11-15,away,Cyprus,Austria,Cyprus,2-0,0,2,W,FIFA World Cup qualification,Limassol,Cyprus,0,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Austria,6,2025-10-12,away,Romania,Austria,Romania,0-1,1,0,L,FIFA World Cup qualification,Bucharest,Romania,0,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Austria,7,2025-10-09,home,Austria,San Marino,San Marino,10-0,10,0,W,FIFA World Cup qualification,Vienna,Austria,0,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Austria,8,2025-09-09,away,Bosnia and Herzegovina,Austria,Bosnia and Herzegovina,2-1,1,2,W,FIFA World Cup qualification,Zenica,Bosnia and Herzegovina,0,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Austria,9,2025-09-06,home,Austria,Cyprus,Cyprus,1-0,1,0,W,FIFA World Cup qualification,Linz,Austria,0,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Austria,10,2025-06-10,away,San Marino,Austria,San Marino,4-0,0,4,W,FIFA World Cup qualification,Serravalle,San Marino,0,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Belgium,1,2026-06-06,home,Belgium,Tunisia,Tunisia,5-0,5,0,W,Friendly,Brussels,Belgium,0,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Belgium,2,2026-06-02,away,Croatia,Belgium,Croatia,2-0,0,2,W,Friendly,Rijeka,Croatia,0,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Belgium,3,2026-03-31,neutral,Mexico,Belgium,Mexico,1-1,1,1,D,Friendly,Chicago,United States,1,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Belgium,4,2026-03-28,away,United States,Belgium,United States,5-2,2,5,W,Friendly,Atlanta,United States,0,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Belgium,5,2025-11-18,home,Belgium,Liechtenstein,Liechtenstein,7-0,7,0,W,FIFA World Cup qualification,Liège,Belgium,0,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Belgium,6,2025-11-15,away,Kazakhstan,Belgium,Kazakhstan,1-1,1,1,D,FIFA World Cup qualification,Astana,Kazakhstan,0,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Belgium,7,2025-10-13,away,Wales,Belgium,Wales,4-2,2,4,W,FIFA World Cup qualification,Cardiff,Wales,0,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Belgium,8,2025-10-10,home,Belgium,North Macedonia,North Macedonia,0-0,0,0,D,FIFA World Cup qualification,Gent,Belgium,0,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Belgium,9,2025-09-07,home,Belgium,Kazakhstan,Kazakhstan,6-0,6,0,W,FIFA World Cup qualification,Anderlecht,Belgium,0,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Belgium,10,2025-09-04,away,Liechtenstein,Belgium,Liechtenstein,6-0,0,6,W,FIFA World Cup qualification,Vaduz,Liechtenstein,0,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Belgium,11,2025-06-09,home,Belgium,Wales,Wales,4-3,4,3,W,FIFA World Cup qualification,Brussels,Belgium,0,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Bosnia and Herzegovina,1,2026-06-06,neutral,Panama,Bosnia and Herzegovina,Panama,1-1,1,1,D,Friendly,St Louis,United States,1,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Bosnia and Herzegovina,2,2026-05-29,home,Bosnia and Herzegovina,North Macedonia,North Macedonia,0-0,0,0,D,Friendly,Sarajevo,Bosnia and Herzegovina,0,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Bosnia and Herzegovina,3,2026-03-31,home,Bosnia and Herzegovina,Italy,Italy,1-1,1,1,D,FIFA World Cup qualification,Zenica,Bosnia and Herzegovina,0,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Bosnia and Herzegovina,4,2026-03-26,away,Wales,Bosnia and Herzegovina,Wales,1-1,1,1,D,FIFA World Cup qualification,Cardiff,Wales,0,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Bosnia and Herzegovina,5,2025-11-18,away,Austria,Bosnia and Herzegovina,Austria,1-1,1,1,D,FIFA World Cup qualification,Vienna,Austria,0,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Bosnia and Herzegovina,6,2025-11-15,home,Bosnia and Herzegovina,Romania,Romania,3-1,3,1,W,FIFA World Cup qualification,Zenica,Bosnia and Herzegovina,0,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Bosnia and Herzegovina,7,2025-10-12,away,Malta,Bosnia and Herzegovina,Malta,4-1,1,4,W,Friendly,Ta' Qali,Malta,0,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Bosnia and Herzegovina,8,2025-10-09,away,Cyprus,Bosnia and Herzegovina,Cyprus,2-2,2,2,D,FIFA World Cup qualification,Larnaca,Cyprus,0,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Bosnia and Herzegovina,9,2025-09-09,home,Bosnia and Herzegovina,Austria,Austria,1-2,1,2,L,FIFA World Cup qualification,Zenica,Bosnia and Herzegovina,0,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Bosnia and Herzegovina,10,2025-09-06,away,San Marino,Bosnia and Herzegovina,San Marino,6-0,0,6,W,FIFA World Cup qualification,Serravalle,San Marino,0,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Bosnia and Herzegovina,11,2025-06-10,away,Slovenia,Bosnia and Herzegovina,Slovenia,1-2,2,1,L,Friendly,Celje,Slovenia,0,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Brazil,1,2026-06-06,neutral,Brazil,Egypt,Egypt,2-1,2,1,W,Friendly,Cleveland,United States,1,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Brazil,2,2026-05-31,home,Brazil,Panama,Panama,6-2,6,2,W,Friendly,Rio de Janeiro,Brazil,0,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Brazil,3,2026-03-31,neutral,Brazil,Croatia,Croatia,3-1,3,1,W,Friendly,Orlando,United States,1,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Brazil,4,2026-03-26,neutral,Brazil,France,France,1-2,1,2,L,Friendly,Foxborough,United States,1,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Brazil,5,2025-11-18,neutral,Brazil,Tunisia,Tunisia,1-1,1,1,D,Friendly,Lille,France,1,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Brazil,6,2025-11-15,neutral,Brazil,Senegal,Senegal,2-0,2,0,W,Friendly,London,England,1,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Brazil,7,2025-10-14,away,Japan,Brazil,Japan,2-3,3,2,L,Kirin Cup,Tokyo,Japan,0,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Brazil,8,2025-10-10,away,South Korea,Brazil,South Korea,5-0,0,5,W,Friendly,Seoul,South Korea,0,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Brazil,9,2025-09-09,away,Bolivia,Brazil,Bolivia,0-1,1,0,L,FIFA World Cup qualification,El Alto,Bolivia,0,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Brazil,10,2025-09-04,home,Brazil,Chile,Chile,3-0,3,0,W,FIFA World Cup qualification,Rio de Janeiro,Brazil,0,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Brazil,11,2025-06-10,home,Brazil,Paraguay,Paraguay,1-0,1,0,W,FIFA World Cup qualification,São Paulo,Brazil,0,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Canada,1,2026-06-05,home,Canada,Republic of Ireland,Republic of Ireland,1-1,1,1,D,Friendly,Montreal,Canada,0,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Canada,2,2026-06-01,home,Canada,Uzbekistan,Uzbekistan,2-0,2,0,W,Friendly,Edmonton,Canada,0,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Canada,3,2026-03-31,home,Canada,Tunisia,Tunisia,0-0,0,0,D,Friendly,Toronto,Canada,0,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Canada,4,2026-03-28,home,Canada,Iceland,Iceland,2-2,2,2,D,Friendly,Toronto,Canada,0,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Canada,5,2025-11-18,neutral,Canada,Venezuela,Venezuela,2-0,2,0,W,Friendly,Fort Lauderdale,United States,1,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Canada,6,2025-11-13,home,Canada,Ecuador,Ecuador,0-0,0,0,D,Friendly,Toronto,Canada,0,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Canada,7,2025-10-14,neutral,Canada,Colombia,Colombia,0-0,0,0,D,Friendly,Harrison,United States,1,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Canada,8,2025-10-10,home,Canada,Australia,Australia,0-1,0,1,L,Friendly,Montreal,Canada,0,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Canada,9,2025-09-09,away,Wales,Canada,Wales,1-0,0,1,W,Friendly,Cardiff,Wales,0,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Canada,10,2025-09-05,away,Romania,Canada,Romania,3-0,0,3,W,Friendly,Bucharest,Romania,0,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Canada,11,2025-06-29,neutral,Canada,Guatemala,Guatemala,1-1,1,1,D,Gold Cup,Minneapolis,United States,1,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Canada,12,2025-06-24,neutral,Canada,El Salvador,El Salvador,2-0,2,0,W,Gold Cup,Houston,United States,1,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Canada,13,2025-06-21,neutral,Curaçao,Canada,Curaçao,1-1,1,1,D,Gold Cup,Houston,United States,1,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Canada,14,2025-06-17,home,Canada,Honduras,Honduras,6-0,6,0,W,Gold Cup,Vancouver,Canada,0,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Canada,15,2025-06-10,home,Canada,Ivory Coast,Ivory Coast,0-0,0,0,D,Canadian Shield,Toronto,Canada,0,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Cape Verde,1,2026-06-06,neutral,Bermuda,Cape Verde,Bermuda,0-3,3,0,L,Friendly,East Hartford,United States,1,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Cape Verde,2,2026-05-31,neutral,Cape Verde,Serbia,Serbia,3-0,3,0,W,Friendly,Lisbon,Portugal,1,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Cape Verde,3,2026-03-30,neutral,Cape Verde,Finland,Finland,1-1,1,1,D,FIFA Series,Auckland,New Zealand,1,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Cape Verde,4,2026-03-27,neutral,Chile,Cape Verde,Chile,2-4,4,2,L,FIFA Series,Auckland,New Zealand,1,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Cape Verde,5,2025-11-17,neutral,Cape Verde,Egypt,Egypt,1-1,1,1,D,Al Ain International Cup,Al Ain,United Arab Emirates,1,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
